Gene-Id Naive-memory-sample-1   Naive-memory-sample-2   Naive-memory-sample-3   Naive-memory-sample-4   OMCP-memory-sample-1    OMCP-memory-sample-2    OMCP-memory-sample-3
Rarg	386.0	557.0	532.0	225.0	69.0	41.0	35.0
Pfdn5	2475.0	2933.0	2402.0	2335.0	2146.0	1674.0	1948.0
Efnb2	6.0	21.0	4.0	2.0	2.0	1.0	7.0
Rrp15	416.0	639.0	462.0	379.0	472.0	365.0	480.0
Rnd2	5.0	10.0	4.0	1.0	15.0	8.0	10.0
Srr	58.0	120.0	105.0	52.0	85.0	55.0	36.0
Sync	6.0	15.0	6.0	7.0	7.0	1.0	6.0
Fndc5	2.0	9.0	5.0	1.0	0.0	1.0	2.0
Acp5	2261.0	3694.0	3007.0	1478.0	997.0	755.0	744.0
Cnn1	6.0	13.0	2.0	2.0	10.0	0.0	3.0
Fbxo9	439.0	768.0	559.0	388.0	440.0	244.0	288.0
Vps50	277.0	359.0	313.0	202.0	253.0	166.0	191.0
Hars	648.0	993.0	689.0	428.0	1319.0	985.0	1128.0
Zmat2	774.0	1265.0	759.0	623.0	998.0	737.0	903.0
Ube2c	43.0	42.0	54.0	28.0	3314.0	2471.0	2679.0
Smg5	1123.0	1956.0	1406.0	785.0	1689.0	1236.0	1054.0
Cct3	2080.0	2913.0	2275.0	1651.0	3681.0	2817.0	3119.0
Glmp	829.0	1069.0	883.0	439.0	889.0	654.0	699.0
Mef2d	1976.0	3451.0	2725.0	1317.0	1997.0	1240.0	1018.0
Tmem79	42.0	37.0	18.0	11.0	25.0	20.0	21.0
Snd1	1412.0	2447.0	1814.0	984.0	2499.0	1754.0	1903.0
Col18a1	19.0	34.0	12.0	9.0	10.0	8.0	0.0
Slc19a1	220.0	411.0	319.0	164.0	522.0	363.0	385.0
Kpnb1	2354.0	4167.0	3248.0	1596.0	4401.0	2890.0	3079.0
Npepps	645.0	951.0	811.0	578.0	1166.0	798.0	991.0
Tbx21	1157.0	1885.0	1445.0	867.0	960.0	625.0	605.0
Mrpl10	372.0	686.0	545.0	255.0	535.0	381.0	440.0
Cyp51	132.0	173.0	182.0	98.0	2346.0	1585.0	1888.0
Tcf25	3310.0	5554.0	4142.0	2334.0	3573.0	2390.0	2505.0
Tubb6	38.0	81.0	58.0	16.0	797.0	570.0	611.0
Def8	192.0	384.0	282.0	161.0	245.0	181.0	155.0
Meox1	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Sost	1.0	3.0	0.0	0.0	0.0	1.0	0.0
Nkx2-1	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Pax9	0.0	10.0	0.0	8.0	0.0	0.0	0.0
Irx2	1.0	2.0	0.0	0.0	0.0	0.0	1.0
Col1a1	16.0	34.0	6.0	2.0	17.0	3.0	8.0
Itga3	34.0	77.0	57.0	32.0	112.0	58.0	47.0
Sgca	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Dlx3	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Foxm1	46.0	87.0	50.0	33.0	2248.0	1382.0	1139.0
Itfg2	293.0	468.0	329.0	185.0	451.0	274.0	316.0
Nrip2	15.0	19.0	22.0	21.0	18.0	8.0	7.0
Tulp3	98.0	200.0	107.0	60.0	170.0	137.0	115.0
Gtf2h4	251.0	336.0	249.0	142.0	419.0	345.0	353.0
Tubb5	7879.0	12399.0	9849.0	5468.0	25216.0	17900.0	18822.0
Ell2	25.0	24.0	30.0	15.0	115.0	69.0	91.0
Jup	14.0	45.0	33.0	6.0	5.0	1.0	1.0
Fkbp10	5.0	12.0	5.0	5.0	3.0	6.0	6.0
Klhl10	6.0	8.0	7.0	6.0	19.0	11.0	4.0
Mnx1	4.0	4.0	0.0	0.0	0.0	0.0	0.0
Nom1	540.0	913.0	772.0	481.0	613.0	431.0	501.0
Ergic1	258.0	451.0	378.0	160.0	713.0	498.0	460.0
Tnk1	2.0	10.0	11.0	1.0	1.0	1.0	1.0
Acap1	5782.0	9244.0	6503.0	4107.0	7984.0	5762.0	5213.0
Tcea3	9.0	2.0	0.0	0.0	0.0	0.0	0.0
Csn3	2.0	1.0	0.0	2.0	0.0	0.0	0.0
Ifrd1	363.0	404.0	387.0	225.0	499.0	332.0	440.0
Stk38l	135.0	165.0	120.0	96.0	219.0	183.0	164.0
Brpf1	532.0	1150.0	801.0	434.0	1216.0	876.0	757.0
Akr1b3	1516.0	2446.0	1930.0	917.0	1522.0	1012.0	1058.0
Hoxc13	2.0	1.0	0.0	1.0	0.0	0.0	0.0
Hoxc11	2.0	4.0	0.0	0.0	0.0	1.0	0.0
Hoxc8	0.0	4.0	0.0	1.0	0.0	1.0	1.0
Hoxc6	3.0	1.0	1.0	0.0	0.0	1.0	0.0
Gstt1	0.0	8.0	0.0	0.0	30.0	30.0	20.0
Gstt3	9.0	8.0	2.0	0.0	17.0	15.0	11.0
Ddt	65.0	87.0	65.0	60.0	107.0	89.0	112.0
Tat	4.0	0.0	0.0	1.0	0.0	0.0	0.0
Marveld3	7.0	4.0	0.0	0.0	0.0	1.0	0.0
Ddx18	1013.0	1560.0	1171.0	959.0	1259.0	898.0	1170.0
Ubl3	720.0	909.0	899.0	506.0	817.0	603.0	647.0
Gramd3	4753.0	7205.0	5590.0	3285.0	3089.0	2079.0	2223.0
Eef1e1	314.0	428.0	388.0	263.0	543.0	429.0	499.0
Akt1	1225.0	2245.0	1735.0	889.0	3347.0	2271.0	2200.0
Cldn15	1.0	5.0	2.0	5.0	5.0	4.0	2.0
Il16	1948.0	2979.0	2218.0	1462.0	1326.0	979.0	1017.0
Tcirg1	961.0	1399.0	986.0	699.0	2384.0	1673.0	1532.0
Naglu	259.0	392.0	318.0	171.0	301.0	190.0	203.0
Coasy	353.0	493.0	402.0	227.0	363.0	354.0	303.0
Smo	10.0	11.0	10.0	1.0	5.0	9.0	2.0
Tspan33	1.0	13.0	5.0	1.0	0.0	0.0	0.0
Crnkl1	609.0	740.0	601.0	355.0	434.0	341.0	390.0
Rin2	5.0	6.0	5.0	4.0	1.0	0.0	0.0
Folh1	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Chordc1	779.0	1162.0	1061.0	522.0	905.0	644.0	768.0
Rtcb	1424.0	2279.0	1593.0	1077.0	1703.0	1247.0	1414.0
Pwp1	369.0	589.0	469.0	245.0	591.0	397.0	387.0
Fbxo7	335.0	552.0	408.0	335.0	380.0	304.0	361.0
Capns1	1615.0	2455.0	1930.0	1145.0	2603.0	1785.0	1946.0
Lrp3	9.0	14.0	8.0	2.0	0.0	0.0	0.0
Dsg4	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Evx2	0.0	3.0	1.0	4.0	0.0	0.0	0.0
Hoxd13	3.0	2.0	0.0	1.0	0.0	0.0	0.0
Hoxd12	4.0	5.0	0.0	0.0	0.0	0.0	1.0
Folr1	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Clpb	268.0	408.0	272.0	168.0	453.0	334.0	350.0
Sept7	1984.0	2940.0	2433.0	1338.0	2452.0	1606.0	1998.0
Zdhhc4	328.0	533.0	482.0	301.0	438.0	300.0	317.0
Rac1	1951.0	2771.0	2540.0	1268.0	2502.0	1650.0	2082.0
Nup214	642.0	976.0	858.0	498.0	794.0	472.0	449.0
Aif1l	0.0	4.0	3.0	3.0	9.0	7.0	1.0
Cpa3	26.0	28.0	34.0	25.0	11.0	5.0	3.0
Ltbp1	3.0	16.0	1.0	0.0	2.0	0.0	0.0
Ugp2	285.0	388.0	315.0	173.0	454.0	290.0	382.0
Kcnh6	7.0	6.0	2.0	0.0	0.0	0.0	0.0
Trmt1	1300.0	2023.0	1549.0	997.0	1509.0	1097.0	1096.0
Nacc1	695.0	1283.0	1022.0	483.0	1492.0	1053.0	901.0
Nfix	49.0	80.0	72.0	36.0	24.0	17.0	24.0
Slc1a5	2497.0	4489.0	3224.0	1693.0	8083.0	5834.0	4932.0
Uba1	3299.0	5564.0	4444.0	2108.0	5730.0	3920.0	3713.0
Vwf	16.0	24.0	3.0	6.0	1.0	1.0	2.0
Siae	178.0	289.0	238.0	124.0	147.0	94.0	110.0
Vsig2	3.0	1.0	0.0	2.0	1.0	3.0	0.0
Esam	1.0	5.0	3.0	2.0	2.0	0.0	3.0
Spa17	2.0	1.0	1.0	4.0	0.0	7.0	2.0
Fam50a	416.0	732.0	512.0	333.0	546.0	427.0	447.0
Emd	444.0	835.0	667.0	302.0	878.0	708.0	680.0
Taco1	134.0	217.0	140.0	69.0	126.0	69.0	55.0
Grik3	11.0	8.0	0.0	0.0	0.0	0.0	0.0
Gria3	17.0	22.0	12.0	1.0	1.0	1.0	1.0
Npas1	15.0	43.0	26.0	11.0	11.0	9.0	5.0
Sipa1l2	232.0	384.0	319.0	159.0	134.0	87.0	97.0
Ap4e1	248.0	361.0	355.0	172.0	349.0	217.0	190.0
Blvra	180.0	272.0	215.0	231.0	457.0	363.0	464.0
Pdzd4	21.0	26.0	27.0	24.0	8.0	5.0	9.0
Srpk3	17.0	8.0	7.0	22.0	6.0	8.0	6.0
Idh3g	1009.0	1653.0	1388.0	638.0	1312.0	1021.0	1058.0
Pnck	15.0	11.0	16.0	25.0	8.0	7.0	9.0
Ssr4	951.0	1368.0	1125.0	749.0	1410.0	995.0	1123.0
Bcap31	988.0	1414.0	1152.0	628.0	1690.0	1141.0	1366.0
Fam98a	374.0	618.0	435.0	249.0	426.0	279.0	262.0
Ltbp2	4.0	14.0	2.0	9.0	0.0	1.0	0.0
Kmt2a	4089.0	4366.0	4377.0	3902.0	2693.0	1510.0	1636.0
Ift46	232.0	430.0	303.0	313.0	381.0	274.0	284.0
Tmem25	5.0	4.0	1.0	9.0	18.0	10.0	10.0
Cd3g	5398.0	7377.0	5875.0	4347.0	5544.0	4455.0	4982.0
Trappc6a	331.0	523.0	420.0	342.0	894.0	814.0	919.0
Supt6	1530.0	2652.0	2067.0	1285.0	1756.0	1076.0	1081.0
Spag5	38.0	59.0	28.0	27.0	2257.0	1424.0	1465.0
Foxn1	3.0	1.0	0.0	2.0	0.0	1.0	0.0
Unc119	207.0	368.0	284.0	136.0	770.0	585.0	683.0
Rab34	3.0	15.0	1.0	3.0	10.0	5.0	8.0
Sdf2	527.0	841.0	622.0	531.0	558.0	478.0	533.0
Ccne1	361.0	558.0	332.0	182.0	1095.0	825.0	859.0
Hsf2bp	3.0	7.0	1.0	3.0	0.0	3.0	1.0
Bbc3	1104.0	1452.0	1290.0	824.0	295.0	206.0	212.0
Mybpc3	30.0	14.0	18.0	10.0	4.0	3.0	6.0
Psmc3	1213.0	1865.0	1361.0	1061.0	2672.0	2114.0	2409.0
Acp2	113.0	162.0	128.0	113.0	118.0	62.0	78.0
Rapsn	7.0	9.0	3.0	2.0	19.0	14.0	21.0
Slc39a13	159.0	220.0	182.0	83.0	132.0	105.0	92.0
Celf2	3585.0	4486.0	3715.0	3311.0	3581.0	2536.0	3033.0
Nr1h3	21.0	26.0	17.0	13.0	19.0	11.0	16.0
Ddb2	405.0	707.0	525.0	184.0	560.0	317.0	353.0
Spi1	36.0	32.0	40.0	48.0	0.0	0.0	0.0
Sf3a1	918.0	1741.0	1332.0	654.0	1782.0	1191.0	1183.0
Stat6	1800.0	3199.0	2571.0	1121.0	1850.0	1236.0	1157.0
Clgn	0.0	4.0	0.0	0.0	0.0	4.0	0.0
Napsa	16.0	7.0	42.0	11.0	174.0	131.0	175.0
Vrk3	836.0	1295.0	1036.0	737.0	915.0	619.0	639.0
Smg9	731.0	1068.0	761.0	682.0	689.0	459.0	488.0
Paxip1	398.0	693.0	548.0	307.0	1466.0	890.0	826.0
Rmnd5a	1022.0	1682.0	1544.0	695.0	669.0	513.0	480.0
Mov10	857.0	1339.0	1112.0	574.0	1626.0	1091.0	1002.0
